feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,Class
38.85,0.0526836954,40.3908332504,90.31664881607,26390.2133038121,26691361.2,18,8,9.0426,163866.7,0.188090215399597,0.923737720504715,4.15909485998377,502.551492938888,778.274293624263,1.57498255673273,126.837887836982,3.62169636617969,10814974.8594475,286.797456608501,6.66089069428104,0
34.95,0.174452112,133.74661911858,299.06653210989,18782.9791663986,23008510.0,36,4,8.3244,163866.7,0.201291133670542,1.02400004204708,6.52364385115531,751.712377560336,908.363406462144,1.71754361667995,782.085044534049,4.05940316558506,10815090.705492,120.510507564432,5.70696701685775,0
40.8,0.0289518441,22.19641380034,49.63269011412,29807.1609354973,28867857.2,14,9,8.939,163866.7,0.360124156968802,0.929745406814184,0.544743881066227,744.032994850062,785.87908502919,1.24933541457818,739.944285078432,4.1730783192079,10815516.9461108,1406.77989771649,6.59643461539309,0
29.85,0.8349803043,640.15156656537,1431.42241874341,55370.0585448373,39003700.4,96,2,7.1652,163866.7,0.200158668314073,1.22505425608276,26.1434150599512,361.425106420342,1188.61896070497,2.05768295790277,26.9304728479035,4.85185629915614,10816191.7427801,982.621912190046,4.36136404632597,1
24.75,3.996467001,3063.95803405699,6851.21844435791,61003.277634526,47756962.4,150,2,10.5798,163866.7,0.339979715986646,0.753184433640668,27.4200259060608,627.19348358861,573.009301934406,1.0439457079925,438.54702457729,3.33053114946877,10815657.0549009,1020.63252672341,9.04697355260984,1
35.55,0.1451029464,111.24559229037,248.75270655825,43993.0628286463,7046774.0,26,4,9.2344,163866.7,0.495946959072352,0.884084659492907,7.5692655879852,734.938807353816,728.702821028303,0.935813678215256,662.874664802759,4.36439440117207,10815609.4738971,1251.25927116548,7.11401115846463,0
38.25,0.0633397335,48.5604623017,108.58449472538,39451.710608565,28562016.0,20,9,9.436,163866.7,0.246289927331538,0.872362731684926,13.7521583125236,77.2868508215273,714.258346764819,1.38076801357216,924.859152233369,3.58781572207855,10815826.3097284,942.099939717547,7.25787808218209,0
30.75,0.6333973344,485.60462301631,1085.84494725265,66932.4793855398,26576345.6,48,2,5.9878,163866.7,0.482576335753066,1.56940063318363,2.28956255973763,521.283641243,1723.49649214357,1.705294555216,388.11823383097,7.67829559224398,10816452.1580371,1087.94080352737,3.00783902005654,1
39.9,0.0381659637,29.26057206397,65.42862819569,58421.9559845964,27216145.6,12,9,10.7814,163866.7,0.406212283076846,0.741668106398622,7.44980568933445,719.412822218479,559.917542098252,0.924826164387629,955.033360726838,3.44171124390749,10814976.2446618,396.213804122107,9.25850613748111,0
33.9,0.2408109501,184.62172847509,412.82673499377,89151.0531622986,42174529.6,36,7,10.1962,163866.7,0.483427918746114,0.785565650386645,15.7857730835211,52.0377811954854,610.35625053946,0.852182694261763,565.207076847008,3.84558905871194,10815272.6669103,1686.64703004199,8.4934003631783,0
36.75,0.1003867122,76.96314612465,172.09482649702,38009.2807270351,6235184.9,24,10,6.58,163700.366666667,0.269068136692457,1.38319926878971,21.1460666422685,514.751338857639,1426.05670394315,2.12315127961039,599.190996014612,5.79273459176716,10804364.7538027,1703.23086124091,3.63519906723615,0
39.75,0.0399646701,30.63958034054,68.51218444354,46031.9083546576,16707061.0,8,10,8.4602,163733.966666667,0.0665074578286993,0.991152698490959,26.7754185392677,1.36688578478653,865.008788935086,1.94299066960797,916.602185745742,3.48833675779923,10807064.3361721,1093.39754644743,5.99300269120044,0
28.95,1.1007184125,843.88411632222,1886.98224922906,90296.2783994714,30658661.6,114,2,5.719,163866.7,0.610991398325856,1.62432941633687,5.24062036260323,255.249950277494,1814.76682978297,1.3269440413055,752.556780403679,8.63537636862895,10816175.2261633,1273.57712141534,2.85656532559611,1
43.35,0.013233546,10.1457186,22.68651647013,21681.3559488287,6181249.9,16,9,7.9142,163866.7,0.261832335994798,1.09073194732751,2.77858783958099,131.455835758791,998.588865282429,1.69080041259064,766.55149010229,4.5418587754334,10815209.0169656,1793.29752111733,5.19132565986886,0
34.35,0.2097375696,160.79880341658,359.55705514001,34163.4054744591,25871636.0,12,11,6.4764,163657.766666667,0.137004038477127,1.42574248390684,21.7421158911039,322.336969680176,1492.35211277632,2.5838610121447,975.676129761259,5.3495473747006,10801366.3545456,30.4248760085582,3.47371103348784,0
30.3,0.7272374433,557.54870653184,1246.71680857234,35060.8889327224,32184969.6,30,3,5.3396,163866.7,0.436392302729772,1.89026542038548,13.0584904074224,336.871404167759,2278.2105204004,2.2372730957073,175.820207645223,8.96003690986125,10816256.2223165,1345.75827603734,2.27547013481831,0
31.35,0.5268369555,403.90833250492,903.16648815978,23244.4932372371,30961478.8,58,3,6.1124,163866.7,0.261545875764654,1.55920755176711,14.5928400745806,592.302469785516,1706.73291028783,2.41794681899678,403.475806372199,6.49113912609659,10816663.4669705,959.388987291863,3.03738210516241,0
32.85,0.3324116463,254.84892889072,569.85952899265,42833.3365143719,26870485.6,28,7,3.9928,163866.7,0.665424021274467,2.92542534884442,18.1116482905532,86.2441764583335,4386.24815899041,2.05543180348402,635.569624720488,16.0778430397554,10813250.0457617,436.970380019169,1.18187567417371,0
38.1,0.066324843,50.84904638257,113.7019243026,34147.3823114906,5842332.65,12,11,5.866,163652.766666667,0.387899461126606,1.63210291967998,15.383480075759,135.876803730084,1827.80971419932,2.09792326092921,907.440666950624,7.47514271699911,10800944.2071562,74.338487893741,2.83618144696801,0
24.9,3.8165963562,2926.05720640528,6542.86281957521,44912.4075997498,21408129.4,218,2,4.6088,163866.7,0.663447250283902,2.25007451264092,6.29507020486087,662.698110324839,2958.727845443,1.59026440502036,87.9498723144323,12.3515048612552,10815765.5592902,1613.05600821102,1.75210437417701,0
30.3,0.7272374433,557.54870653184,1246.71680857234,54861.6343778546,37994068.0,38,3,7.2044,163866.7,0.121971426416555,1.19806655048886,35.8598581603684,664.993279501864,1149.55851610427,2.20906699520593,998.484375238082,4.43584824076005,10815095.0342635,91.5284147125854,4.50955730167439,1
35.1,0.1666004736,127.72702966363,285.60632089202,64025.2422799372,42674794.4,30,2,8.3664,163866.7,0.0478542143422726,1.00063531023858,30.4949758590531,756.667572209998,877.452073861318,2.00077645661034,918.325070294435,3.46011575861549,10814969.7913881,260.051810925244,5.90801498386947,0
32.55,0.3644821224,279.43629383908,624.83854840493,26465.3242894949,23676704.8,44,3,7.4144,163866.7,0.13424137223782,1.19316665200199,10.7653410734341,31.5491969841471,1142.51346897684,2.16928807899055,531.364075634151,4.46601863622796,10815166.665527,30.5365254951674,4.53736445194159,1
37.95,0.0694506366,53.2454881083,119.06053090554,15123.7868171453,14884746.8,22,7,8.3762,163866.7,0.189523283496506,1.01708776980344,2.68181718909888,650.819443844539,899.181404067572,1.73108450773892,774.447029663821,3.9925036256844,10815164.0591831,41.6460430437037,5.76524378345622,0
30.15,0.7615110882,583.82516753835,1305.47276159088,29942.2571737731,48884371.2,82,2,5.929,163866.7,0.422646928352713,1.58708926485749,18.8422480187726,592.457709962223,1752.71659916404,1.9242528102922,709.31561128902,7.45096330331452,10814398.9298502,449.967346898481,2.95769435998524,0
28.5,1.2637938318,968.90860427926,2166.54550315278,29555.4877342544,12439403.2,112,2,4.4618,163866.7,0.604394789301113,2.47804835604237,9.57828089818499,374.231208263186,3419.59232635565,2.05869056822976,703.403718532711,13.1200339712329,10818126.5372635,960.377255234786,1.51597018160487,0
39.3,0.0458855805,35.17894512912,78.6625126856,59839.9782311924,43086971.2,24,8,5.9276,163866.7,0.379549097138316,1.62635658442,1.30996052542032,496.329017683841,1818.16514134475,2.11905626347471,976.92770916377,7.40400790028317,10816663.0808022,1011.11713095368,2.85122615218869,0
29.85,0.8349803043,640.15156656537,1431.42241874341,48020.0170938771,18139499.0,76,3,9.8546,163866.7,0.244038909092577,0.823886212801055,22.4545836393605,488.182592375081,655.557094168171,1.30793443244661,659.877294101711,3.38232346778515,10815071.470279,195.791973144097,7.90777805032819,0
31.95,0.4382038929,335.95631782422,751.22116412534,74970.3361374919,45856048.0,50,2,4.4212,163866.7,0.610335682048118,2.53501832575882,2.09845110092642,91.598221536655,3538.19140688956,2.0743929924949,562.876852617579,13.4713605332305,10814803.3063914,110.689601702789,1.46515533046226,1
35.7,0.138572238,106.23871586486,237.55699051592,12807.2966635772,12534127.2,20,7,8.0528,163866.7,0.117787358895782,1.07172818861849,6.28609461400267,334.53802920131,972.60533869585,1.9855335272366,656.710725412564,3.95328193065306,10814641.6803885,565.829040771789,5.33001392625619,0
31.35,0.5268369555,403.90833250492,903.16648815978,59685.7141976305,43631014.0,18,10,8.491,163777.3,0.681963595428312,0.947681523242267,25.4368685657512,620.415132950349,808.729506457467,0.632934171095081,75.2699349233651,5.26008721310669,10808943.1189999,435.447853174767,6.41005423767439,0
39.75,0.0399646701,30.63958034054,68.51218444354,42280.5965423227,25460100.4,14,10,7.392,163828.766666667,0.196207036823308,1.1737596900114,27.0263868788642,745.218741426546,1114.75249876785,1.9812655365124,662.4562515086,4.6333966824129,10812927.7655453,1598.16246276175,4.65035961411158,0
33.0,0.3174506577,243.37883764613,544.21162526174,32053.2860740781,43828850.8,18,6,8.0696,163866.7,0.346611684857978,1.0575051297953,3.98241661515349,495.342646657833,953.308340544155,1.45101913952309,492.36466182027,4.69936092311269,10814717.3184671,499.382502766814,5.4379047990296,0
32.7,0.3480777246,266.85958888162,596.71618118702,35859.3321582217,45700387.6,36,6,5.3004,163866.7,0.382183543493741,1.92796667958293,16.3306349396495,313.072002053484,2346.70746243221,2.50137203870834,49.2854971915165,8.79385259584854,10817005.8736516,1045.37693191843,2.20905250568689,0
29.85,0.8349803043,640.15156656537,1431.42241874341,36684.5063619017,21344341.2,108,2,9.1658,163866.7,0.358215728657268,0.896732952797944,17.8262015735396,792.044759980742,744.396568715915,1.20856911987093,999.192631115559,4.01925744295496,10815862.6857416,928.85558963323,6.96402995105473,0
41.85,0.0209737569,16.07988034175,35.95570551407,29496.9996052604,50520.3671875,14,10,6.7508,163696.9,0.314069218777089,1.34755440272413,6.71092391502555,796.153920222598,1371.28943347002,1.94109099282196,870.495333255804,5.84357321211617,10803793.2757925,144.717239926231,3.78038353791,0
36.3,0.1152593673,88.36551494472,197.59129828336,44172.9599617691,31573133.2,46,3,8.5764,163866.7,0.121046376373454,0.988900790980972,2.81817834124453,93.7709196964194,862.06250283458,1.82531566064376,633.962015178178,3.6583920394628,10814575.6412771,713.598775098538,6.01348508136509,0
32.4,0.3816596355,292.60572064062,654.28628195759,67127.5999040038,15226229.2,38,3,8.8354,163866.7,0.356206715356472,0.927023435451886,30.4728597631616,402.915891852655,782.430441048211,1.25330407114731,363.49077904023,4.14887684789382,10814866.6149326,421.102635426613,6.62550909069319,1
32.85,0.3324116463,254.84892889072,569.85952899265,24603.2098249249,30482995.2,60,3,8.3132,163866.7,0.258889870060189,1.02316940390963,6.41011673913011,397.392803053565,907.258374882352,1.592390540752,609.413095320419,4.25059007319326,10815874.9766811,1071.93355711445,5.71391804531122,0
31.8,0.4588558059,351.78945129166,786.62512685554,47811.3753452429,29424864.0,40,2,7.4424,163840.033333333,0.122430006636126,1.15703409710385,31.8431095159116,272.743464908957,1091.01043615694,2.13229465032613,201.775346617921,4.28567630465865,10812812.2374062,566.913668205347,4.75155858110812,0
30.15,0.7615110882,583.82516753835,1305.47276159088,95953.0183254907,29357930.0,108,2,7.6622,163866.7,0.615852645544744,1.09515573994231,2.82089482989525,10.0640032048434,1004.67013879604,0.883472478452181,611.777838152765,5.83971398890864,10814357.2764976,825.705099479756,5.15990253896899,1
43.2,0.0138572238,10.62387158644,23.7556990515,56561.9488141402,34095602.8,12,9,9.4556,163866.7,0.237907752551588,0.873283297994274,0.711408660796627,175.347805866727,715.3892334581,1.397597105578,584.169185315402,3.56744574371107,10814842.3372224,493.88472949844,7.24640483466771,0
32.55,0.3644821224,279.43629383908,624.83854840493,65904.8766742028,22340570.0,30,3,5.5328,163866.7,0.745749507081926,1.61280893209515,13.1272906234259,355.341429816209,1795.49437368014,0.861120678532514,326.930327623001,9.29134931413403,10816476.6685682,1103.09087527107,2.88722709243283,1
36.0,0.1263793833,96.89086042788,216.65455031537,83763.3821622032,44958872.0,12,9,8.5008,163866.7,0.379570768747563,0.979311248668571,20.911325115089,747.141584063408,849.553597034151,1.27594598285344,828.395641499919,4.45839626815716,10814529.0442985,777.957399297159,6.10202819233265,0
36.6,0.1051177923,80.59030745484,180.20540579682,27329.9139152448,15983207.8,24,2,5.6378,163866.7,0.401840004501186,1.75563030614776,1.48433928480962,495.358315609499,2039.19741673255,2.20531041364814,881.155974824027,8.12167222769956,10814938.2423723,127.08842997397,2.54217662177428,0
36.3,0.1152593673,88.36551494472,197.59129828336,12772.6131211971,19831267.4,20,8,8.3118,163866.7,0.128312726834268,1.0283469429907,6.49437129793824,707.128694335545,914.153572079991,1.88243357946815,808.660607182534,3.82897991314583,10815409.929215,1576.89490431433,5.67081960660587,0
33.75,0.2521600206,193.32268247679,432.28265961062,80543.7376932477,6531805.0,24,9,4.6816,163866.7,0.744943004204291,2.08022626882217,2.79008159731674,244.629096919093,2630.11981382361,1.11421015167231,83.1570418880515,11.9785917073127,10816114.9669487,1459.26602229205,1.97101286897786,0
30.75,0.6333973344,485.60462301631,1085.84494725265,96990.1757183474,36239431.2,28,3,5.565,163866.7,0.287620225264819,1.55441331470718,58.4674874994151,459.837754741869,1698.86719438778,2.32539847465057,181.552708554667,6.60493027404503,10816007.2866718,1334.7201153161,3.05144511420633,0
35.4,0.1519414377,116.48843553205,260.47606044214,41606.0735996135,12402867.4,26,9,8.813,163866.7,0.327887181555253,0.937913138729569,23.4577827770561,50.7027836309948,796.257613907791,1.32380523056857,874.5903082,4.10996135329312,10814530.9527408,827.675305172751,6.51045579904536,0
27.75,1.5910221699,1219.78366363301,2727.51918972733,62329.3006467728,51557391.2,68,3,5.1506,163866.7,0.309161101774923,1.87019952858459,41.9953819283243,566.393593081869,2242.03084607624,2.71321382175572,203.268416810138,8.07969516875646,10813978.7170717,535.781113897723,2.31218941928139,0
32.7,0.3480777246,266.85958888162,596.71618118702,34549.6342643828,28124126.8,34,4,8.6436,163866.7,0.310475529662438,0.96671918477848,16.3673967570914,471.911285020986,833.220937664474,1.39981072108404,3.73475904776106,4.18064405783448,10815380.4982157,1589.90394732887,6.22163914235137,0
34.95,0.174452112,133.74661911858,299.06653210989,33469.8719804086,7265027.7,20,10,4.641,163584.166666667,0.584568308165025,2.33052589010744,5.28910355073012,753.025262729233,3118.82183787572,2.03316605812434,307.04592189774,12.1864956405137,10796371.3546554,57.8123239096392,1.66216612216968,0
33.75,0.2521600206,193.32268247679,432.28265961062,58472.9018200133,33471608.8,14,8,7.4438,163866.7,0.303859615728136,1.17932169264201,4.67513371377292,171.507434969653,1122.68546293339,1.7240442582215,4.44866670910227,5.0743107656606,10816121.3272,996.198912160033,4.61749988857528,0
43.8,0.0115259367,8.83655149438,19.75912982829,34088.8144515019,21394774.8,16,8,9.8294,163866.7,0.203998076733883,0.833848413241725,5.63644827296681,425.683754334938,667.483183450737,1.39386437537091,474.830102781319,3.3130412232411,10815579.1978297,1245.46419610167,7.76648779853882,0
44.0175,0.0107814267,8.2657604079,18.48280215763,54095.7947506419,47975569.6,6,7,9.0146,163866.7,0.142864095862302,0.92803206564651,5.85824940984527,367.449984830465,783.707751140075,1.67044416767906,883.633345005019,3.50002794119987,10815686.0501033,1193.83931324608,6.61471063985105,0
25.8,2.8951844088,2219.64138003147,4963.26901142189,113302.499142441,47023474.4,56,2,6.6696,163866.7,0.71730060336806,1.2409808523198,36.271738741447,28.9178311792277,1211.87350176082,0.736731530183454,187.730741515003,7.03275264930809,10814977.7215268,181.864729340772,4.27767418997757,0
37.698,0.0750371328,57.52846850783,128.63756622508,48424.7947194131,15715373.8,2,10,11.312,163858.566666667,0.626448343253314,0.691547974691999,13.3690627186795,497.792669796649,504.13069278921,0.542490672498624,574.513563375152,3.71173129046935,10814349.5163193,615.198291744477,10.2830477773897,0
39.75,0.0399646701,30.63958034054,68.51218444354,26491.2153206355,46312501.2,14,8,7.4004,163866.7,0.189403374851189,1.1905397625746,14.2133001418379,776.561684822846,1138.74249024509,2.02659977866172,387.922887160743,4.67290563795252,10814684.0911367,446.710917121904,4.55239006571559,0
40.65,0.0303163026,23.24249855466,51.97180673507,27033.3434669767,23646758.8,28,7,9.156,163866.7,0.142641786400446,0.909037719753534,10.5424674788846,511.954634809177,759.77067149612,1.63667900655525,427.108365140767,3.42772479721507,10815001.1388784,259.822433585659,6.82311149203984,0
37.8,0.0727237443,55.75487065323,124.67168085728,55719.4918695278,41648866.0,28,7,8.7528,163866.7,0.149764949256307,0.960557458890823,11.8748934560668,568.725809687937,825.267403549123,1.71506920158477,667.126533406238,3.64457048333193,10814521.6480371,809.650651428831,6.28160033669794,0
38.25,0.0633397335,48.5604623017,108.58449472538,49207.847328516,23831866.8,20,9,7.0994,163866.7,0.277983451338854,1.25713369568881,10.1496190960936,572.788710321123,1235.61129426736,1.90610979755042,189.272424246415,5.3017669953955,10814746.41623,362.166317535048,4.1954941849846,0
31.5,0.5031253866,385.72946297444,862.51730013563,32761.327889484,50259165.6,20,6,7.0896,163866.7,0.500369591805693,1.23052795616534,7.96028485325487,301.276619481006,1196.59420650309,1.29109928857013,188.533892637431,6.09261420008104,10815662.6569341,1422.19022339928,4.33229575392116,1
39.789,0.0394890087,30.27490664424,67.69674926879,72814.5372378347,39760369.6,10,8,6.5534,163866.7,0.39201856131743,1.39334800850072,6.50473046022369,158.910181965118,1441.78024425848,1.77897242626689,688.458217581235,6.40056875768532,10814999.8617756,137.787536182909,3.59555488476412,0
37.8,0.0727237443,55.75487065323,124.67168085728,81436.7666184484,46638611.6,24,9,10.6554,163866.7,0.40202803830313,0.752355304802309,3.84988308930384,775.81900262271,572.063382699637,0.944763492761934,990.222705108235,3.48091666592649,10815320.5336479,1596.90689783689,9.06193291997833,0
25.35,3.3241164639,2548.48928890766,5698.59528992742,5900.01074832548,42400495.2,426,2,6.2062,163866.7,0.198076720902465,1.5354743085364,12.4072625470993,451.307794151802,1667.91340823505,2.5857984441902,398.972778026641,6.07073288118417,10814195.8473427,592.390067359789,3.10807502020479,0
29.4,0.9586856601,734.99233945899,1643.49283397187,63827.3253188802,49981915.2,72,2,5.1422,163866.7,0.401263665977043,1.84131373028719,42.8988520597318,109.985364558649,2190.28866681588,2.3151690085824,746.989950499098,8.51454789212309,10815152.0470045,22.481567639947,2.36681131512049,0
34.05,0.2299726722,176.31238191213,394.24647123038,26313.621272691,1926167.25,20,4,9.0734,163866.7,0.162196078949953,0.917141354366244,14.3662652205572,678.593465192156,769.952765569668,1.6136077079749,856.529335631947,3.51746368342808,10815876.1786035,940.564880567439,6.73288055036011,0
31.5,0.5031253866,385.72946297444,862.51730013563,48670.8965353338,13571264.0,50,2,6.9356,163866.7,0.18667997035309,1.27398288224706,29.1713471630192,529.942393383987,1260.53543191254,2.17592717067356,334.318330393415,4.98897289748645,10814948.8593243,197.324466500074,4.11253810782186,0
33.0,0.3174506577,243.37883764613,544.21162526174,41377.3390326043,5825078.0,40,2,9.0986,163866.7,0.447855138407079,0.903712821269063,6.65005259641662,639.570725197716,753.104658929693,1.04785882030065,203.370512224808,4.31786933133195,10815080.173826,159.084816315185,6.88350541791556,1
39.2715,0.046288833,35.48810526067,79.35381575543,41354.1741550217,1745919.0,18,9,6.6668,163866.7,0.428410175646946,1.35518090600477,1.21861419143525,352.417218912697,1382.94713695514,1.62667599366274,379.636277292435,6.38798884673286,10815774.0858655,1393.99175454235,3.74851638321744,0
31.8,0.4588558059,351.78945129166,786.62512685554,21680.6585591231,36051708.0,14,10,6.3686,163714.633333333,0.276358883525067,1.46470965511403,13.5246696688525,171.88290147616,1553.9498007905,2.2258406732905,218.296301251877,6.16933409429612,10804624.0699387,342.276451606841,3.33601509994909,0
30.15,0.7615110882,583.82516753835,1305.47276159088,21687.8623495464,50563856.0,38,3,5.9906,163866.7,0.234930707374252,1.62039304257636,11.2403043579789,822.779095455823,1808.17401296841,2.60339721360512,201.426266207266,6.60354131676736,10814667.3135185,290.437352250424,2.86698070142575,0
26.7,2.1962219679,1683.77017549879,3765.024570902,85573.5658000312,14954734.2,172,2,5.3144,163866.7,0.683759040450413,1.75780147327779,10.9144541337299,3.67217090536604,2042.98136282767,1.1673665316748,840.73902799595,9.76705660243015,10816902.8439055,982.702721841549,2.53746808185507,0
33.6,0.2640439563,202.43369980723,452.65551370562,12416.8414370555,26213922.0,14,10,5.0176,163793.9,0.4211676881461,2.14231831650708,7.54692593462566,435.395363422626,2748.75270675514,2.60409043412857,373.635690762571,10.0471587781733,10810281.7250313,41.3175718343007,1.88594630112057,0
28.2,1.3857223809,1062.38715864768,2375.56990515897,59551.5055693622,32845495.2,32,4,5.0372,163866.7,0.525867109901133,2.0219129627331,16.4631836283859,572.591780332289,2520.3064649758,2.01317641675292,998.418103963853,10.1810626134268,10815456.5982231,1700.89586154755,2.05689271207332,0
28.8,1.1525936733,883.65514944789,1975.91298283314,23298.4251566368,48081415.2,370,2,6.8572,163866.7,0.280168468918963,1.32411344288994,1.78359546675871,158.88405635914,1335.66473810504,2.00159107453294,455.87145639721,5.59379132023613,10815877.0143409,1303.95861298073,3.88121349026161,1
36.15,0.120691374,92.53005336182,206.90348927887,21412.0555067108,9151599.1,42,2,8.5414,163866.7,0.0129612555788343,0.992546269296141,11.8223610093245,244.654964702365,866.833746809157,2.05733140919455,284.588712987732,3.31785602004881,10815959.3541218,942.410311190694,5.98038553423015,0
30.6,0.6632484312,508.49046382593,1137.01924302508,25585.6895340194,14234586.8,110,3,9.6138,163853.366666667,0.192643519294234,0.855354651485311,10.8182186722627,605.545698039446,693.47211225789,1.45020985447483,29.5232639755564,3.36643949991404,10814948.0297615,913.949894062515,7.47542678121736,1
29.25,1.0038671235,769.63146124627,1720.94826496905,87816.5859971232,28810577.6,36,9,4.2924,163866.7,0.467342522587871,2.26943593417329,53.3818001097942,725.225689263897,2996.99873310324,2.53854724167489,510.580171587361,10.9891315000546,10816079.9101779,1512.46173664756,1.72973046092423,0
28.5,1.2637938318,968.90860427926,2166.54550315278,42958.555226737,29673098.0,114,2,5.5678,163866.7,0.572991061472241,1.70651313153242,9.74441027514406,786.916713230719,1954.22299989668,1.53026235784661,813.499013628,8.85828867721213,10813594.6052486,807.669214817274,2.65271670647315,1
31.5,0.5031253866,385.72946297444,862.51730013563,82532.5702044675,11905101.6,22,11,5.1044,163649.966666667,0.446586987098163,1.82073067602031,46.0627935213231,447.14828493468,2153.66540848913,2.11599370310831,387.287029155351,8.69168949970667,10800741.8121645,71.1121107554745,2.40705913721146,0
